ID,Label,Type
"modality: Mechanoreception (antennae)"," Mechanoreception (antennae)","modality"
"family:Halosbaenidae","Halosbaenidae","family"
"family:Capsalidae","Capsalidae","family"
"order:Monopisthocotylea","Monopisthocotylea","order"
"family:Halosauridae","Halosauridae","family"
"order:Notacanthiformes","Notacanthiformes","order"
"family:Membraniporidae","Membraniporidae","family"
"family:Pourtalesiidae","Pourtalesiidae","family"
"order:Holasteroida","Holasteroida","order"
"family:Hirudinidae","Hirudinidae","family"
"family:Giganthorhynchidae","Giganthorhynchidae","family"
"family:Hercoglossidae","Hercoglossidae","family"
"family:Cranchiidae","Cranchiidae","family"
"order:Oegopsida","Oegopsida","order"
"family:Mononchidae","Mononchidae","family"
"family:Pomphorhynchidae","Pomphorhynchidae","family"
"family:Cliidae","Cliidae","family"
"family:Pseudostomidae","Pseudostomidae","family"
"family:Obolidae","Obolidae","family"
"family:Triaenophoridae","Triaenophoridae","family"
"family:Limulidae","Limulidae","family"
"family:Ellobiidae","Ellobiidae","family"
"family:Asterocheridae","Asterocheridae","family"
"family:Potamolepidae","Potamolepidae","family"
"family:Bathyteuthidae","Bathyteuthidae","family"
"family:Cryptopidae","Cryptopidae","family"
"family:Carukiidae","Carukiidae","family"
"family:Subtriquetridae","Subtriquetridae","family"
"family:Echinidae","Echinidae","family"
"order:Camarodonta","Camarodonta","order"
"family:Callorhinchidae","Callorhinchidae","family"
"order:Chimaeriformes","Chimaeriformes","order"
"family:Diastylidae","Diastylidae","family"
"order:Cumacea","Cumacea","order"
"family:Pterosagittidae","Pterosagittidae","family"
"family:Nannastacidae","Nannastacidae","family"
"family:Protosirenidae","Protosirenidae","family"
"family:Synbranchidae","Synbranchidae","family"
"family:Cynocephalidae","Cynocephalidae","family"
"order:Dermoptera","Dermoptera","order"
"family:Benthopectinidae","Benthopectinidae","family"
"order:Notomyotida","Notomyotida","order"
"family:Tethyidae","Tethyidae","family"
"family:Limnadiidae","Limnadiidae","family"
"order:Spinicaudata","Spinicaudata","order"
"family:Mycalidae","Mycalidae","family"
"family:Dinonemertidae","Dinonemertidae","family"
"order:Polystilifera","Polystilifera","order"
"family:Anostomidae","Anostomidae","family"
"family:Nothobranchiidae","Nothobranchiidae","family"
"family:Trypetesidae","Trypetesidae","family"
"family:Pedicellinidae","Pedicellinidae","family"
"order:Entoprocta","Entoprocta","order"
"family:Microhydrulidae","Microhydrulidae","family"
"family:Groeberiidae","Groeberiidae","family"
"family:Synxenidae","Synxenidae","family"
"family:Gorgonocephalidae","Gorgonocephalidae","family"
"order:Ophiuroidea","Ophiuroidea","order"
"family:Monacanthidae","Monacanthidae","family"
"family:Daesiidae","Daesiidae","family"
"family:Faujasiidae","Faujasiidae","family"
"family:Ozobranchidae","Ozobranchidae","family"
"order:Hirudinea","Hirudinea","order"
"family:Ceratopogonidae","Ceratopogonidae","family"
"family:Coelogynoporidae","Coelogynoporidae","family"
"family:Plumatellidae","Plumatellidae","family"
"family:Gobiidae","Gobiidae","family"
"order:Gobiiformes","Gobiiformes","order"
"family:Sclerorhynchidae","Sclerorhynchidae","family"
"order:Sclerorhynchoidei","Sclerorhynchoidei","order"
"family:Lingulidae","Lingulidae","family"
"order:Lingulata","Lingulata","order"
"family:Cladtertiidae","Cladtertiidae","family"
"order:Hoilungea","Hoilungea","order"
"family:Rhabdopleuridae","Rhabdopleuridae","family"
"order:Rhabdopleurida","Rhabdopleurida","order"
"family:Echinorhynchidae","Echinorhynchidae","family"
"family:Lophopodidae","Lophopodidae","family"
"family:Dasyleptidae","Dasyleptidae","family"
"family:Leptocheliidae","Leptocheliidae","family"
"family:Cypridinidae","Cypridinidae","family"
"order:Ostracoda","Ostracoda","order"
"family:Flosculariidae","Flosculariidae","family"
"family:Ameiridae","Ameiridae","family"
"order:Harpacticoida","Harpacticoida","order"
"family:Vesiculariidae","Vesiculariidae","family"
"family:Hexabothriidae","Hexabothriidae","family"
"family:Myxobolidae","Myxobolidae","family"
"order:Malacosporea","Malacosporea","order"
"family:Parallelodontidae","Parallelodontidae","family"
"family:Solmarisidae","Solmarisidae","family"
"family:Branchiobdellidae","Branchiobdellidae","family"
"order:Branchiobdellida","Branchiobdellida","order"
"family:Opecoelidae","Opecoelidae","family"
"family:Praenuculidae","Praenuculidae","family"
"family:Chordodidae","Chordodidae","family"
"family:Glossiphoniidae","Glossiphoniidae","family"
"family:Dictyodendrillidae","Dictyodendrillidae","family"
"family:Nuculidae","Nuculidae","family"
"order:Nuculida","Nuculida","order"
"family:Eotomariidae","Eotomariidae","family"
"family:Adinetidae","Adinetidae","family"
"family:Plagiomenidae","Plagiomenidae","family"
"family:Reduviidae","Reduviidae","family"
"family:Buprestidae","Buprestidae","family"
"family:Bodotriidae","Bodotriidae","family"
"family:Fluvioviridavidae","Fluvioviridavidae","family"
"family:Veronicellidae","Veronicellidae","family"
"family:Pomacentridae","Pomacentridae","family"
"family:Onchobothriidae","Onchobothriidae","family"
"order:Onchoproteocephalidea","Onchoproteocephalidea","order"
"family:Trachichthyidae","Trachichthyidae","family"
"family:Threskiornithidae","Threskiornithidae","family"
"family:Polyacanthorhynchidae","Polyacanthorhynchidae","family"
"family:Qudsianematidae","Qudsianematidae","family"
"family:Runcinidae","Runcinidae","family"
"family:Lophogastridae","Lophogastridae","family"
"family:Spheniscidae","Spheniscidae","family"
"order:Not Specified in Context","Not Specified in Context","order"
"family:Abyssochitonidae","Abyssochitonidae","family"
"order:Lepidopleurida","Lepidopleurida","order"
"family:Tenrecidae","Tenrecidae","family"
"order:Afrosoricida","Afrosoricida","order"
"family:Dioctophymatidae","Dioctophymatidae","family"
"order:Ascaridida","Ascaridida","order"
"family:Doliolidae","Doliolidae","family"
"family:Vaejovidae","Vaejovidae","family"
"family:Protentomidae","Protentomidae","family"
"family:Megalopidae","Megalopidae","family"
"order:Elopiformes","Elopiformes","order"
"family:Kamptosomatidae","Kamptosomatidae","family"
"family:Termitodesmidae","Termitodesmidae","family"
"family:Phorusrhacidae","Phorusrhacidae","family"
"family:Dasypodidae","Dasypodidae","family"
"family:Hiatellidae","Hiatellidae","family"
"family:Atherinopsidae","Atherinopsidae","family"
"family:Sertulariidae","Sertulariidae","family"
"family:Caturidae","Caturidae","family"
"order:Amiiformes","Amiiformes","order"
"family:Plagiostomidae","Plagiostomidae","family"
"family:Heteropiidae","Heteropiidae","family"
"family:Platydesmidae","Platydesmidae","family"
"family:Sciuridae","Sciuridae","family"
"family:Ancylodiscoididae","Ancylodiscoididae","family"
"order:Dactylogyridea","Dactylogyridea","order"
"family:Nicoletiidae","Nicoletiidae","family"
"family:Thoracostomopsidae","Thoracostomopsidae","family"
"family:Dictyonellidae","Dictyonellidae","family"
"family:Isodiametridae","Isodiametridae","family"
"family:Tortricidae","Tortricidae","family"
"family:Speleonectidae","Speleonectidae","family"
"family:Hoilungidae","Hoilungidae","family"
"order:Placozoa","Placozoa","order"
"family:Bugulidae","Bugulidae","family"
"family:Drepanophoridae","Drepanophoridae","family"
"family:Muricidae","Muricidae","family"
"family:Peipiaosteidae","Peipiaosteidae","family"
"family:Pelagonemertidae","Pelagonemertidae","family"
"family:Mixodectidae","Mixodectidae","family"
"family:Bothriocephalidae","Bothriocephalidae","family"
"family:Kelaenidae","Kelaenidae","family"
"family:Coeloplanidae","Coeloplanidae","family"
